page,sn,code,descr,qty,uom,uc,tc,brand_clean,coo_clean
40,1186,56413,105MM شيوخت ةشير,1.0,EA,45.0,45.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER)
40,1187,56414,114MM شيوخت ةشير,1.0,EA,47.0,47.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER)
40,1188,56410,92MM شيوخت ةشير,1.0,EA,35.0,35.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER)
40,1189,52964,17MM شيوخت ةشير,10.0,EA,15.0,150.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER)
40,1190,52863,16MM شيوخت ةشير,6.0,EA,15.0,90.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER)
40,1191,52970,38MM شيوخت ةشير,1.0,EA,25.0,25.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER)
40,1192,52971,41MM شيوخت ةشير,1.0,EA,27.0,27.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER)
40,1193,56405,48MM شيوخت ةشير,1.0,EA,21.0,21.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER)
40,1194,43487,8.0MM MASONARY رادج ةشير,66.0,EA,12.0,792.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER)
40,1195,43486,7.0MM MASONARY رادج ةشير,100.0,EA,11.0,1100.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER)
40,1196,76119,"1/4"" COBALT تلابوك ةشير",44.0,EA,8.0,352.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER)
41,1197,76067,2.0MM COBALT تلابوك ةشير,45.0,EA,4.0,180.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER)
41,1198,76085,9.5MM COBALTتلابوك ةشير,8.0,EA,13.0,104.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER)
41,1199,76099,"10.3MM,COBALTتلابوك ةشسر",10.0,EA,15.0,150.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER)
41,1200,76080,7.5MM تلابوك ةشير,16.0,EA,12.0,192.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER)
41,1201,76100,11.3mm تللابوك ةشير,29.0,EA,18.0,522.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER)
41,1202,76097,8.3MM COBALTتلابوك ةشير,7.0,EA,12.0,84.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER)
41,1203,76089,"11.5MM,COBALTتلابوك ةشر",14.0,EA,16.0,224.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER)
41,1204,76088,11.0MM تلابوك ةشير,14.0,EA,16.0,224.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER)
41,1205,76071,3.5MM COBALT تلابوك ةشير,20.0,EA,5.0,100.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER)
41,1206,76091,12.5MM CPBALTتلابوك ةشير,32.0,EA,22.0,704.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER)
41,1207,76087,10.5MM COBALTتلابوك ةشير,5.0,EA,16.0,80.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER)
41,1208,76081,8.0MM COBALT تلابوك ةشير,12.0,EA,12.0,144.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER)
41,1209,76118,"1/8"" COBALT تلابوك ةشير",52.0,EA,3.0,156.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER)
41,1210,76098,9.3MM COBALTتلابوك ةشير,14.0,EA,14.0,196.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER)
41,1211,76096,7.2MM COBALTتلابوك ةشير,18.0,EA,12.0,216.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER)
41,1212,76078,6.5MM تلابوك ةشير,20.0,EA,11.0,220.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER)
41,1213,76095,6.2MM تلابوك ةشير,2.0,EA,11.0,22.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER)
41,1214,76082,8.5MM COBALTتلابوك ةشير,10.0,EA,13.0,130.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER)
41,1215,76089,"11.5MM,COBALTتلابوك ةشر",14.0,EA,18.0,252.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER)
41,1216,76064,1.0MM COBALTتلابوك ةشير,31.0,EA,3.0,93.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER)
41,1217,76066,1.5MM تلابوك ةشير,23.0,EA,3.0,69.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER)
41,1218,76090,12.0MM COBALT تلابوك ةشير,10.0,EA,18.0,180.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER)
41,1219,76079,7.0MM COBALTتلابوك ةشبر,43.0,EA,12.0,516.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER)
41,1220,43577,8.0MM COBALT تلابوك ةشير,10.0,EA,13.0,130.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER)
41,1221,76118,"1/4"" COBALT تلابوك ةشير",21.0,EA,5.0,105.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER)
41,1222,43575,6.5MM تلابوك ةشير,13.0,EA,9.0,117.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER)
41,1223,37152,SNIP 250MM جاص صقم,55.0,EA,55.0,3025.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER)
41,1224,35657,SNIP 300MM جاص صقم,24.0,EA,65.0,1560.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER)
41,1225,35631,SNIP 200MMجاص صقم,50.0,EA,45.0,2250.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER)
41,1226,21853,AGRICULTURE ةعارز تاودا,15.0,EA,25.0,375.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER)
41,1227,19654,AGRICULTURE ةعارز تاودا,10.0,EA,36.0,360.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER)
41,1228,19652,AGRICULTURE ةعارز تاودا,2.0,EA,20.0,40.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER)
41,1229,21851,AGRICULTURE ةعارز تاودا,7.0,EA,25.0,175.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER)
42,1230,88792,AGRICULTURE ةعارز تاودا,2.0,EA,35.0,70.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER)
42,1231,21853,AGRICULTURE ةعارز تاودا,10.0,EA,25.0,250.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER)
42,1232,21854,AGRICULTURE ةعارز تاودا,1.0,EA,15.0,15.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER)
42,1233,43591,MASONARY DRILL BIT 25MM,25.0,EA,45.0,1125.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER)
42,1234,42503,CLAW HAMMERبلخم شوكاش,11.0,EA,40.0,440.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER)
42,1235,52430,BEVEL PROTACTOR ةيواز,54.0,EA,200.0,10800.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER)
42,1236,47810,GREASE GUNةمحشم,25.0,EA,46.0,1150.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER)
42,1237,47813,GREASE GUNةمحشم,5.0,EA,60.0,300.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER)
42,1238,34703,SQ. ةيواز,54.0,EA,125.0,6750.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER)
42,1239,46690,SQ. ةيواز,5.0,EA,30.0,150.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER)
42,1240,7632,"TROLLEY,3TIERS كرحتم ددع لىلورن ي",1.0,EA,550.0,550.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER)
42,1241,43931,"10 DRAWERS 64"" TOPCHEST بلاود تسيش",1.0,EA,3100.0,4340.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER)
42,1242,43937,"14 DRAWERS,64"" ROLLER CAB كرحتم بلاود",1.0,EA,6992.0,9789.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER)
42,1243,78918,"PIPE WRENCH 14"" وبملج وبا",7.0,EA,75.0,525.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER)
42,1244,78919,"PIPE WRENCH 18"" وبملج وبا",20.0,EA,110.0,2200.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER)
42,1245,35100,scraper/remover kit,5.0,SET,89.0,445.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER)
42,1246,64440,MARKING GAUGE,8.0,EA,80.0,640.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER)
42,1247,72376,BENDER 8/10/12,8.0,ea,135.0,1080.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER)
42,1248,68890,SIDE CUTTER H/D GRIPS 130MM,133.0,EA,38.0,5054.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER)
42,1249,69172,VDE COMBINATION PLIER 200MM,7.0,EA,50.0,350.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER)
42,1250,44139,200MM SG COMBINATION PLIERS,36.0,EA,27.0,972.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER)
42,1251,68885,COMBINATION PLIER HD GRIP200MM,23.0,EA,50.0,1150.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER)
42,1252,68894,WIRE STRIPPER H/D GRIPS 150MM,66.0,EA,43.0,2838.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER)
42,1253,59272,SPRAY GUN-AGRI,29.0,EA,31.0,899.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER)
42,1254,55190,SPRAY GUN-AGRI,16.0,EA,18.0,288.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER)
42,1255,59273,SPRAY GUN-AGRI,20.0,EA,32.0,640.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER)
42,1256,40417,PUNCHDOWN TOOL,11.0,EA,35.0,385.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER)
42,1257,23553,SUCKER,31.0,EA,27.0,837.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER)
42,1258,23554,SUCKER,15.0,EA,30.0,450.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER)
42,1259,59270,SPRAY GUN-AGRI,17.0,EA,30.0,510.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER)
42,1260,55820,connector for hoses,10.0,EA,22.0,220.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER)
42,1261,61090,connector for hoses,3.0,EA,12.0,36.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER)
43,1262,55198,connector for hoses,7.0,EA,8.0,56.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER)
43,1263,61091,connector for hoses,12.0,EA,12.0,144.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER)
43,1264,55197,connector for hoses,1.0,EA,15.0,15.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER)
43,1265,55196,connector for hoses,15.0,EA,15.0,225.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER)
43,1266,55195,connector for hoses,10.0,EA,10.0,100.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER)
43,1267,55194,connector for hoses,9.0,EA,10.0,90.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER)
43,1268,14133,SCISSORS,2.0,EA,10.0,20.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER)
43,1269,11152,CHISEL WITH HANDLE,2.0,EA,80.0,160.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER)
43,1270,28819,automotive trim removal plier,12.0,EA,176.0,2112.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER)
43,1271,13914,ball joint seperator,1.0,EA,176.0,176.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER)
43,1272,13222,"socket 13/16"",12pt,3/8dr",48.0,EA,25.0,1200.0,DRAPER,UNKNOWN
43,2218,ECLIPSE,PA788/11 GAS PLIER زاج ةيدارز,65.0,EA,95.0,6175.0,ECLIPSE,UK
43,1273,40CM,EGAMASTER-40CM,1.0,EA,35.0,35.0,EGA,SPAIN
43,1274,ELORA,"22MM,RING,SLUGG قرط حاتفم",5.0,EA,140.0,700.0,ELORA,GERMANY
43,1275,ELORA,"24MM,RING,SLUGG قرط حاتفم",1.0,EA,140.0,140.0,ELORA,GERMANY
43,1276,"15/16""",ر COMB.WRENCH كتشم حاتفم,1.0,EA,25.0,25.0,ELORA,GERMANY
43,1277,"5/8X3/4""",OPENED WRENCH ىدلب حاتفم,5.0,EA,28.0,140.0,ELORA,GERMANY
43,1278,MIG270T,"WELDING,MMA,TIG,MIG",1.0,EA,7900.0,7900.0,EPS,ITALY
43,1279,220-M,"WELDING,MMA,,MIG,ST.ST.ALU.",2.0,PC,6700.0,13400.0,EPS,ITALY
43,1280,T40.60,"PLASMA,CUUTING",1.0,EA,4500.0,4500.0,EPS,ITALY
43,1281,T60.60,"PLASMA,CUUTING",1.0,EA,5800.0,5800.0,EPS,ITALY
43,1282,300.6,"BIGTRA,WELDING MACHINE",2.0,EA,5450.0,10900.0,EPS,ITALY
43,1283,TOPTIG220HF,"WELDING MACHINE 220A,TIG,ARC كراو جيت ماحل ةنيكام",1.0,EA,4880.0,4880.0,EPS,ITALY
43,2223,ERB,"HELMET,WHITE ءاضيب ةذزخ",9.0,EA,25.0,225.0,ERB,USA
43,2588,OMEGAII,ORANGE لىاقترب ة1وخ,41.0,EA,25.0,1025.0,ERB,USA
43,2594,ERB,"HEMET,ORANGEلىافترب ة1وخ",6.0,EA,25.0,150.0,ERB,USA
43,2596,ERB,"OTANGE,HELLMETلىاقترب ةذوخ",50.0,EA,25.0,1250.0,ERB,USA
43,2597,ERB,"HELMET,YELLOWءارفص ةذوخ",28.0,EA,25.0,700.0,"ERB,DRA",USA
43,2314,445706,EXTECH 445703 Big Digit Hygro-Thermometer,7.0,EA,230.0,1610.0,EXTECH,USA
43,2315,39240,Extech 39240: Waterproof Stem Thermometer - FLIR,9.0,EA,150.0,1350.0,EXTECH,USA
44,2316,407860,V.METER,1.0,EA,3900.0,3900.0,EXTECH,USA
44,2318,EX470,"IR,TRUE RMS MMETER",1.0,EA,650.0,650.0,EXTECH,USA
44,2319,EX410,TRUE RMS MMETER,6.0,EA,190.0,1140.0,EXTECH,USA
44,2320,MA120,"AC AMP-200A,CLAMP METER",2.0,EA,370.0,740.0,EXTECH,USA
44,2324,TG30,TONE GENERATOR,14.0,EA,225.0,3150.0,EXTECH,USA
44,2327,401014,THERMOMETER,32.0,EA,135.0,4320.0,EXTECH,USA
44,2328,TP880,TYPE K PENETRATION PROBE,12.0,EA,210.0,2520.0,EXTECH,USA
44,2329,EXT430,"DMM,12FUNCTION",1.0,EA,410.0,410.0,EXTECH,USA
44,2331,STW515,STOP WATCH,1.0,EA,190.0,190.0,EXTECH,USA
44,2332,365515,STOP WATCH,7.0,EA,120.0,840.0,EXTECH,USA
44,2333,39272,THERMOMETER FOLDING TYPE,20.0,EA,150.0,3000.0,EXTECH,USA
44,2335,392050,EXTECH 392050 Penetration Stem Dial Thermometer,27.0,EA,110.0,2970.0,EXTECH,USA
44,2345,CA895,VINYL CARRING CASE,9.0,EA,120.0,1080.0,EXTECH,USA
44,2389,EC501,"PH501,METER حلاملاا سايق زاخج",8.0,EA,450.0,3600.0,EXTECH,USA
44,2390,EC400,"COND,TDS,SALANITY METER نايسر سايق زاهج ر ءاملا ق رايتلا ي",4.0,EA,55.0,220.0,EXTECH,USA
44,2391,PH110,"EX STIK,PH METER حلاملاا زاهج",4.0,EA,655.0,2620.0,EXTECH,USA
44,2392,PH100,PH METER حلاملاا سايق زاهج,2.0,EA,739.0,1478.0,EXTECH,USA
44,2393,EC500,"PH,COND,حلاملاا سايق زاهج",1.0,EA,450.0,450.0,EXTECH,USA
44,2395,503,"TDS, TDS503 نابوزلا سايق زاخج",4.0,EA,410.0,1640.0,EXTECH,USA
44,2619,EX470,ر ر 12 FUNCTION DMMتيم بلم,1.0,EA,650.0,650.0,EXTECH,USA
44,2620,EX410,ر ر MULTIFUNCTION DMMددعتم تيم بلم,1.0,EA,240.0,240.0,EXTECH,USA
44,2621,EX430,ر ر RMS AUTORANG DMMتيم بلم,1.0,EA,410.0,410.0,EXTECH,USA
44,2632,445706,HYGR-METER-CLOCK وجلا ةلاح سايق,4.0,EA,165.0,660.0,EXTECH,USA
44,2266,VT-10,vt10-extech,2.0,EA,210.0,420.0,EXTTECH,USA
44,2251,77940,"oil Pump,fieldspACE فيكملا تيز ةخضم",4.0,ea,760.0,3040.0,FIELDSPA,USA
44,2305,SV63,VACUMM GAUGE-,3.0,EA,950.0,2850.0,FIELDSPA,USA
44,2587,SPDM1,"ر ر dmm,ac/dc,POCKET تيم بلم تكوب",3.0,EA,120.0,360.0,FIELDSPACE,USA
44,2382,FD/20179,"ر 20M,TAPE تيم",13.0,EA,130.0,1690.0,FISCO,USA
45,2239,902,ر HVAC CLAMP-TRUE فييكتلل تيمىتلم,9.0,,1750.0,15750.0,FLUKE,USA
45,2252,566/568,ر IR THERMOMETER ةرارحلل تيم بملاك,2.0,ea,2100.0,4200.0,FLUKE,USA
45,2311,PRO3000,PROBE,16.0,EA,290.0,4640.0,FLUKE,USA
45,2312,PRO3000,TONE GENERATOR,16.0,kit,470.0,7520.0,FLUKE,USA
45,2317,80PK22,TEMP.PROBE,1.0,EA,470.0,470.0,FLUKE,USA
45,2321,TL71,TEST LEAD SET,4.0,EA,380.0,1520.0,FLUKE,USA
45,2322,TL75,HARD POINT TESTE LEADS SET,8.0,EA,150.0,1200.0,FLUKE,USA
45,2401,CO-220,"MONOXIDE,CARBON نوبركلا ديسكا لوا فشك زاهج",1.0,EA,2310.0,2310.0,FLUKE,USA
45,2635,80I-500S,"AC CURRENT PROBE,JAW CLAMPتيبما بملاك",1.0,EA,195.0,195.0,FLUKE,USA
45,2347,67772,PITSBURGH-BRAKE BLEEDER,1.0,EA,35.0,35.0,FREIGH,USA
45,1286,GEDORE,"RING,1.1/2"",SLUGG قرط حاتفم",1.0,EA,285.0,285.0,GEDORE,GERMANY
45,1287,GEDORE,"RING,1.5/8,SLUGG قرط حاتفم",1.0,EA,320.0,320.0,GEDORE,GERMANY
45,2243,MMG608,grain moisture tester ةبوطرلا سايق زاهج,1.0,kit,1350.0,1350.0,GENERAL,USA
45,2245,93547,"FUEL PUMP,VACUUM TESTER طغض رابتخا ةادا دوقولا",1.0,KIT,165.0,165.0,GENERAL,USA
45,2326,WPT100,"SEEKER,WATER PURITY",1.0,EA,550.0,550.0,GENERAL,USA
45,2330,SW100AY,STOPWATCH-YELLOW,8.0,EA,70.0,560.0,GENERAL,USA
45,2377,DCS300,BOROSCOPE,1.0,EA,1200.0,1200.0,GENERAL,USA
45,2381,WPT100,"SEEKER,MOUSTURE,WATER QUALITY",2.0,EA,295.0,590.0,GENERAL,USA
45,2394,CL207,ر CHLORMINE STANDARD يرلوروكلا سايق زاهج,9.0,EA,220.0,1980.0,GENERAL,USA
45,2397,NGD268,GAS DETECTOR نويرفلا زاهج,1.0,EA,1380.0,1380.0,GENERAL,USA
45,2398,MMD900,"MOISTUTE TESTER FOR WOOS,PIN/PINLES اهج ر بشخلا ق ةبوطرلل ي",1.0,EA,750.0,750.0,GENERAL,USA
45,2403,506,"EC METER,COND.",6.0,EA,350.0,2100.0,GENERAL,USA
45,2618,MMD4E,SEEKER-MOISTURE ةبوطرلا ثحاب,11.0,EA,435.0,4785.0,GENERAL,USA
45,1288,"7""",AUTO-WIRE STRIPPER-GERMANY,4.0,EA,48.0,192.0,GER,GERMANY
45,1289,32380 0015,"FISH TAPE 15M,NYLON",24.0,ROLL,35.0,840.0,GER,GERMANY
45,1290,323800030,"FISH TAPE,30M,NYLON",24.0,ROLL,50.0,1200.0,GER,GERMANY
45,1291,323700010,"FISH TAPE,NYLON,10MM",14.0,EA,30.0,420.0,GER,GERMANY
45,1292,323700010,"FISH TAPE,ST,10M",14.0,ROLL,40.0,560.0,GER,GERMANY
45,1293,323700015,"FISH TAPE,ST,15M",37.0,ROLL,50.0,1850.0,GER,GERMANY
46,1294,323700020,"FISH TAPE,ST,20M",0.0,ROLL,0.0,0.0,GER,GERMANY
46,1295,323700030,"FISH TAPE,ST,30M",29.0,ROLL,55.0,1595.0,GER,GERMANY
46,1296,553-190,TORX ALLEN KEY,26.0,SET,135.0,3510.0,GER,GERMANY
46,1297,WGB,"1/2DR,SKT,25PCSMMM",8.0,SET,550.0,4400.0,GER,GERMANY
46,1298,98 24 03,PH3 SCREWDRIVER,23.0,PCS,37.0,851.0,GER,GERMANY
46,1299,129 009,T9 TORX سكروت كفم,12.0,PCS,12.0,144.0,GER,GERMANY
46,1300,129 010,T10-TORX سكروت كفم,13.0,PCS,15.0,195.0,GER,GERMANY
46,1301,129 015,T15-TORX سكروت كفم,24.0,PCS,16.0,384.0,GER,GERMANY
46,1302,129 025,T25-TORX سكروت كفم,9.0,PCS,18.0,162.0,GER,GERMANY
46,1303,129 040,T40-TORX سكروت كفم,30.0,PCS,25.0,750.0,GER,GERMANY
46,1304,129 045,T45-TORX سكروت كفم,12.0,PCS,30.0,360.0,GER,GERMANY
46,1305,129 030,T30-TORX سكروت كفم,21.0,PCS,22.0,462.0,GER,GERMANY
46,1306,T29,T29 سكروت كفم,1.0,PCS,35.0,35.0,GER,GERMANY
46,1307,WGB,"27MM,OPEN,SLUGG قرط حاتفم",3.0,EA,175.0,525.0,GER,GERMANY
46,1308,1.1/16,ر COMB.WRENCH كتشم حاتفم,11.0,EA,210.0,2310.0,GER,GERMANY
46,1309,"7/8X3/4""",RING WRENCH موتخم حاتفم,28.0,EA,32.0,896.0,GER,GERMANY
46,1310,27X32,OPENED WRENCH ىدلب حاتفم,9.0,EA,110.0,990.0,GER,GERMANY
46,1311,"7/8X13/16""",RING WRENCH موتخم حاتفم,6.0,EA,32.0,192.0,GER,GERMANY
46,1312,14X15,RING WRENCH موتخم حاتفم,1.0,EA,17.0,17.0,GER,GERMANY
46,1313,16X17,RING WRENCH موتخم حاتفم,1.0,EA,20.0,20.0,GER,GERMANY
46,1314,21X23,RING WRENCH موتخم حاتفم,2.0,EA,27.0,54.0,GER,GERMANY
46,1315,"3/4x25/32""",RING WRENCH موتخم حاتفم,2.0,EA,22.0,44.0,GER,GERMANY
46,1316,24X26,RING WRENCH موتخم حاتفم,1.0,EA,45.0,45.0,GER,GERMANY
46,1317,27X32,OPENED WRENCH ىدلب حاتفم,2.0,EA,88.0,176.0,GER,GERMANY
46,1318,"1X15/16""",RING WRENCH موتخم حاتفم,1.0,EA,38.0,38.0,GER,GERMANY
46,1319,"1X15/16""",OPENED WRENCH ىدلب حاتفم,1.0,EA,38.0,38.0,GER,GERMANY
46,1320,27X29,OPENED WRENCH ىدلب حاتفم,2.0,EA,75.0,150.0,GER,GERMANY
46,1321,1.5/8X1.7/16,"""OPENED WRENCH ىدلب حاتفم",1.0,EA,198.0,198.0,GER,GERMANY
46,1322,9MM,ر COMB.WRENCH كتشم حاتفم,24.0,EA,12.0,288.0,GER,GERMANY
46,1323,22X24,OPENED WRENCH ىدلب حاتفم,1.0,EA,38.0,38.0,GER,GERMANY
46,1324,17X19,OPENED WRENCH ىدلب حاتفم,2.0,EA,28.0,56.0,GER,GERMANY
46,1325,19X21,OPENED WRENCH ىدلب حاتفم,1.0,EA,28.0,28.0,GER,GERMANY
46,1326,"3/4X7/8""",OPENED WRENCH ىدلب حاتفم,9.0,EA,25.0,225.0,GER,GERMANY
47,1327,16X17,RING WRENCH موتخم حاتفم,3.0,EA,22.0,66.0,GER,GERMANY
47,1328,21X23,OPENED WRENCH ىدلب حاتفم,3.0,EA,32.0,96.0,GER,GERMANY
47,1329,"15/16X1.1/2""",OPENED WRENCH ىدلب حاتفم,3.0,EA,65.0,195.0,GER,GERMANY
47,1330,"1X1.1/8""",RING WRENCH موتخم حاتفم,5.0,EA,55.0,275.0,GER,GERMANY
47,1331,"1X1.1/16""",RING WRENCH موتخم حاتفم,4.0,EA,58.0,232.0,GER,GERMANY
47,1332,1.1/4X1.1/16,"""RING WRENCH موتخم حاتفم",1.0,EA,125.0,125.0,GER,GERMANY
47,1333,32X36,RING WRENCH موتخم حاتفم,1.0,EA,86.0,86.0,GER,GERMANY
47,1334,30X36,RING WRENCH موتخم حاتفم,3.0,EA,98.0,294.0,GER,GERMANY
47,1335,"3/4X7/8""",RING WRENCH موتخم حاتفم,1.0,EA,25.0,25.0,GER,GERMANY
47,1336,20X22,RING WRENCH موتخم حاتفم,10.0,EA,35.0,350.0,GER,GERMANY
47,1337,27X30,RING WRENCH موتخم حاتفم,3.0,EA,48.0,144.0,GER,GERMANY
47,1338,25X28,RING WRENCH موتخم حاتفم,3.0,EA,45.0,135.0,GER,GERMANY
47,1339,"3/8X7/16""",RING WRENCH موتخم حاتفم,4.0,EA,18.0,72.0,GER,GERMANY
47,1340,13X17,RING WRENCH موتخم حاتفم,2.0,EA,17.0,34.0,GER,GERMANY
47,1341,36X41,RING WRENCH موتخم حاتفم,2.0,EA,120.0,240.0,GER,GERMANY
47,1342,1.1/16X1.1/8,RING WRENCH موتخم حاتفم,1.0,EA,170.0,170.0,GER,GERMANY
47,1343,30X32,RING WRENCH موتخم حاتفم,2.0,EA,110.0,220.0,GER,GERMANY
47,1344,1.3/8X1.5/16,"""RING WRENCH موتخم حاتفم",1.0,EA,180.0,180.0,GER,GERMANY
47,1345,27X32,RING WRENCH موتخم حاتفم,1.0,EA,65.0,65.0,GER,GERMANY
47,1346,"1.1/8X1.1/4""",RING WRENCH موتخم حاتفم,2.0,EA,190.0,380.0,GER,GERMANY
47,1347,27X30,RING WRENCH موتخم حاتفم,2.0,EA,78.0,156.0,GER,GERMANY
47,1348,30X36,RING WRENCH موتخم حاتفم,2.0,EA,155.0,310.0,GER,GERMANY
47,1349,20X25,RING WRENCH موتخم حاتفم,2.0,EA,45.0,90.0,GER,GERMANY
47,1350,25X28,RING WRENCH موتخم حاتفم,6.0,EA,55.0,330.0,GER,GERMANY
47,1351,27X32,RING WRENCH موتخم حاتفم,2.0,EA,98.0,196.0,GER,GERMANY
47,1352,30X36,RING WRENCH موتخم حاتفم,3.0,EA,158.0,474.0,GER,GERMANY
47,1353,30X32,RING WRENCH موتخم حاتفم,2.0,EA,48.0,96.0,GER,GERMANY
47,1354,32X36,RING WRENCH موتخم حاتفم,4.0,EA,75.0,300.0,GER,GERMANY
47,1355,1.1/16X1.1/8,RING WRENCH موتخم حاتفم,1.0,EA,160.0,160.0,GER,GERMANY
47,1356,23MM,ر COMB.WRENCH كتشم حاتفم,41.0,EA,27.0,1107.0,GER,GERMANY
47,1357,32MM,ر COMB.WRENCH كتشم حاتفم,15.0,EA,48.0,720.0,GER,GERMANY
47,1358,28MM,ر COMB.WRENCH كتشم حاتفم,1.0,EA,39.0,39.0,GER,GERMANY
47,1359,26MM,ر COMB.WRENCH كتشم حاتفم,14.0,EA,37.0,518.0,GER,GERMANY
48,1360,25X28,RING WRENCH موتخم حاتفم,12.0,EA,38.0,456.0,GER,GERMANY
48,1361,29MM,ر COMB.WRENCH كتشم حاتفم,8.0,EA,39.0,312.0,GER,GERMANY
48,1362,27MM,ر COMB.WRENCH كتشم حاتفم,12.0,EA,35.0,420.0,GER,GERMANY
48,1363,55061,COUPLING ةليصوت,40.0,EA,30.0,1200.0,GER,GERMANY
48,1364,"19/32""",ر COMB.WRENCH كتشم حاتفم,14.0,EA,25.0,350.0,GER,GERMANY
48,1365,28MM,ر COMB.WRENCH كتشم حاتفم,5.0,EA,35.0,175.0,GER,GERMANY
48,1366,"1""",ر COMB.WRENCH كتشم حاتفم,2.0,EA,30.0,60.0,GER,GERMANY
