page,sn,code,descr,description_ar,qty,uom,uc,tc,brand_clean,coo_clean,probable_price_sar,confidence,source_name,source_url,justification_ar,priced,needs_review
40,1187,56414,114MM شيوخت ةشير,شفرة أو مثقب توسيع كبير القطر (95 مم) من دريبر، يمثل أحد مقاسات عائلة كبيرة من المنتج.,1.0,EA,47.0,47.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER),150,منخفض,تقدير فئوي لمثاقب/شفرات كبيرة القطر من دريبر,https://www.drapertools.com/,القطعة الممثلة بقطر 95 مم كبيرة نسبيًا ضمن عائلة من 56 مقاسًا مختلفًا، وكلما كبر القطر ارتفع السعر عن المقاسات الصغيرة في نفس السلسلة.,True,False
40,1188,56410,92MM شيوخت ةشير,شفرة أو مثقب توسيع كبير القطر (95 مم) من دريبر، يمثل أحد مقاسات عائلة كبيرة من المنتج.,1.0,EA,35.0,35.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER),150,منخفض,تقدير فئوي لمثاقب/شفرات كبيرة القطر من دريبر,https://www.drapertools.com/,القطعة الممثلة بقطر 95 مم كبيرة نسبيًا ضمن عائلة من 56 مقاسًا مختلفًا، وكلما كبر القطر ارتفع السعر عن المقاسات الصغيرة في نفس السلسلة.,True,False
40,1189,52964,17MM شيوخت ةشير,شفرة أو مثقب توسيع كبير القطر (95 مم) من دريبر، يمثل أحد مقاسات عائلة كبيرة من المنتج.,10.0,EA,15.0,150.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER),150,منخفض,تقدير فئوي لمثاقب/شفرات كبيرة القطر من دريبر,https://www.drapertools.com/,القطعة الممثلة بقطر 95 مم كبيرة نسبيًا ضمن عائلة من 56 مقاسًا مختلفًا، وكلما كبر القطر ارتفع السعر عن المقاسات الصغيرة في نفس السلسلة.,True,True
40,1190,52863,16MM شيوخت ةشير,شفرة أو مثقب توسيع كبير القطر (95 مم) من دريبر، يمثل أحد مقاسات عائلة كبيرة من المنتج.,6.0,EA,15.0,90.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER),150,منخفض,تقدير فئوي لمثاقب/شفرات كبيرة القطر من دريبر,https://www.drapertools.com/,القطعة الممثلة بقطر 95 مم كبيرة نسبيًا ضمن عائلة من 56 مقاسًا مختلفًا، وكلما كبر القطر ارتفع السعر عن المقاسات الصغيرة في نفس السلسلة.,True,True
40,1191,52970,38MM شيوخت ةشير,شفرة أو مثقب توسيع كبير القطر (95 مم) من دريبر، يمثل أحد مقاسات عائلة كبيرة من المنتج.,1.0,EA,25.0,25.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER),150,منخفض,تقدير فئوي لمثاقب/شفرات كبيرة القطر من دريبر,https://www.drapertools.com/,القطعة الممثلة بقطر 95 مم كبيرة نسبيًا ضمن عائلة من 56 مقاسًا مختلفًا، وكلما كبر القطر ارتفع السعر عن المقاسات الصغيرة في نفس السلسلة.,True,False
40,1192,52971,41MM شيوخت ةشير,شفرة أو مثقب توسيع كبير القطر (95 مم) من دريبر، يمثل أحد مقاسات عائلة كبيرة من المنتج.,1.0,EA,27.0,27.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER),150,منخفض,تقدير فئوي لمثاقب/شفرات كبيرة القطر من دريبر,https://www.drapertools.com/,القطعة الممثلة بقطر 95 مم كبيرة نسبيًا ضمن عائلة من 56 مقاسًا مختلفًا، وكلما كبر القطر ارتفع السعر عن المقاسات الصغيرة في نفس السلسلة.,True,False
40,1193,56405,48MM شيوخت ةشير,شفرة أو مثقب توسيع كبير القطر (95 مم) من دريبر، يمثل أحد مقاسات عائلة كبيرة من المنتج.,1.0,EA,21.0,21.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER),150,منخفض,تقدير فئوي لمثاقب/شفرات كبيرة القطر من دريبر,https://www.drapertools.com/,القطعة الممثلة بقطر 95 مم كبيرة نسبيًا ضمن عائلة من 56 مقاسًا مختلفًا، وكلما كبر القطر ارتفع السعر عن المقاسات الصغيرة في نفس السلسلة.,True,False
40,1194,43487,8.0MM MASONARY رادج ةشير,لقمة حفر للجدران (مسنري) مقاس 7 ملم.,66.0,EA,12.0,792.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER),30,متوسط,Draper Tools (مرجع عام للماركة),https://www.drapertools.com/,لقمة حفر جدران (مسنري) صغيرة مقاس 7 ملم، وهي منتج استهلاكي رخيص ضمن نطاق لقم دريبر الصغيرة.,True,False
40,1195,43486,7.0MM MASONARY رادج ةشير,لقمة حفر للجدران (مسنري) مقاس 7 ملم.,100.0,EA,11.0,1100.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER),30,متوسط,Draper Tools (مرجع عام للماركة),https://www.drapertools.com/,لقمة حفر جدران (مسنري) صغيرة مقاس 7 ملم، وهي منتج استهلاكي رخيص ضمن نطاق لقم دريبر الصغيرة.,True,False
40,1196,76119,"1/4"" COBALT تلابوك ةشير",ريشة حفر من الكوبالت للمعادن الصلبة بمقاس 1/4 بوصة.,44.0,EA,8.0,352.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER),20,متوسط,estimated from category benchmark (cobalt drill bits),https://www.drapertools.com/,ريشة حفر كوبالت بمقاس 1/4 بوصة من دريبر ضمن نطاق أسعار ريش الحفر المعدنية عالية الجودة الصغيرة.,True,False
41,1197,76067,2.0MM COBALT تلابوك ةشير,ريشة ثقب معدن مطلية بالكوبالت مقاس 2.0مم من دريبر.,45.0,EA,4.0,180.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER),15,متوسط,Amazon.sa – Draper tools category,"https://www.amazon.sa/-/en/DIY-Tools-Draper/s?rh=n:12463390031,p_89:Draper",سعر تقديري لريشة ثقب كوبالت صغيرة مقاس 2مم بناءً على أسعار الريش الصغيرة المماثلة.,True,False
41,1198,76085,9.5MM COBALTتلابوك ةشير,ريشة تثقيب كوبالت مقاس 8.3 مم من دريبر.,8.0,EA,13.0,104.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER),50,متوسط,Draper Tools - HSS cobalt drill bits category,https://www.drapertools.com/power-tools/accessories/drilling/drill-bits/hss-cobalt-drill-bits/,ريش التثقيب الكوبالتية الأصغر حجماً (8.3مم) من دريبر تُباع عادة بأقل من 10 جنيهات إسترلينية.,True,False
41,1199,76099,"10.3MM,COBALTتلابوك ةشسر",ريشة حفر كوبالت للمعادن مقاس 10.3مم.,10.0,EA,15.0,150.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER),18,مرتفع,تقدير عام لريش الكوبالت للمعادن,"https://www.amazon.sa/-/en/DIY-Tools-Draper/s?rh=n:12463390031,p_89:Draper",ريشة حفر كوبالت مقاس 10.3مم للمعادن الصلبة ضمن الأدوات الاستهلاكية الرخيصة.,True,False
41,1200,76080,7.5MM تلابوك ةشير,ريشة تثقيب كوبالت مقاس 13.0 مم من دريبر تمثل أسعار السلسلة الكاملة بمختلف المقاسات.,16.0,EA,12.0,192.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER),85,متوسط,Draper Tools - HSS cobalt drill bits category,https://www.drapertools.com/power-tools/accessories/drilling/drill-bits/hss-cobalt-drill-bits/,ريش التثقيب الكوبالتية المفردة بهذا القطر (13مم) من دريبر تُباع عادة بين 15-20 جنيهاً إسترلينياً.,True,False
41,1201,76100,11.3mm تللابوك ةشير,ريشة ثقب معدن مطلية بالكوبالت مقاس 11.3 مم من دريبر.,29.0,EA,18.0,522.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER),30,متوسط,Amazon.sa – Draper tools category,"https://www.amazon.sa/-/en/DIY-Tools-Draper/s?rh=n:12463390031,p_89:Draper",سعر تقديري لريشة ثقب كوبالت مقاس 11.3مم مطابق تقريبًا لسعر ريشة 11.5مم المماثلة.,True,False
41,1202,76097,8.3MM COBALTتلابوك ةشير,ريشة تثقيب كوبالت مقاس 8.3 مم من دريبر.,7.0,EA,12.0,84.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER),50,متوسط,Draper Tools - HSS cobalt drill bits category,https://www.drapertools.com/power-tools/accessories/drilling/drill-bits/hss-cobalt-drill-bits/,ريش التثقيب الكوبالتية الأصغر حجماً (8.3مم) من دريبر تُباع عادة بأقل من 10 جنيهات إسترلينية.,True,False
41,1203,76089,"11.5MM,COBALTتلابوك ةشر",ريشة ثقب معدن مطلية بالكوبالت مقاس 11.5 مم من دريبر.,14.0,EA,16.0,224.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER),30,متوسط,Amazon.sa – Draper tools category,"https://www.amazon.sa/-/en/DIY-Tools-Draper/s?rh=n:12463390031,p_89:Draper",سعر تقديري لريشة ثقب كوبالت مقاس 11.5مم بناءً على أسعار أدوات دريبر في السوق السعودي.,True,False
41,1204,76088,11.0MM تلابوك ةشير,ريشة تثقيب كوبالت مقاس 13.0 مم من دريبر تمثل أسعار السلسلة الكاملة بمختلف المقاسات.,14.0,EA,16.0,224.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER),85,متوسط,Draper Tools - HSS cobalt drill bits category,https://www.drapertools.com/power-tools/accessories/drilling/drill-bits/hss-cobalt-drill-bits/,ريش التثقيب الكوبالتية المفردة بهذا القطر (13مم) من دريبر تُباع عادة بين 15-20 جنيهاً إسترلينياً.,True,False
41,1205,76071,3.5MM COBALT تلابوك ةشير,ريشة ثقب معدن مطلية بالكوبالت مقاس 2.0مم من دريبر.,20.0,EA,5.0,100.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER),15,متوسط,Amazon.sa – Draper tools category,"https://www.amazon.sa/-/en/DIY-Tools-Draper/s?rh=n:12463390031,p_89:Draper",سعر تقديري لريشة ثقب كوبالت صغيرة مقاس 2مم بناءً على أسعار الريش الصغيرة المماثلة.,True,False
41,1206,76091,12.5MM CPBALTتلابوك ةشير,لقمة حفر معادن مصنوعة من الكوبالت مقاس 12.5 ملم.,32.0,EA,22.0,704.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER),75,متوسط,Draper Tools (مرجع عام للماركة),https://www.drapertools.com/,لقمة حفر كوبالت مقاس 12.5 ملم للمعادن، وهي أعلى تكلفة من لقم الجدران العادية بسبب خامة الكوبالت المقاومة.,True,False
41,1207,76087,10.5MM COBALTتلابوك ةشير,ريشة تثقيب كوبالت مقاس 8.3 مم من دريبر.,5.0,EA,16.0,80.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER),50,متوسط,Draper Tools - HSS cobalt drill bits category,https://www.drapertools.com/power-tools/accessories/drilling/drill-bits/hss-cobalt-drill-bits/,ريش التثقيب الكوبالتية الأصغر حجماً (8.3مم) من دريبر تُباع عادة بأقل من 10 جنيهات إسترلينية.,True,False
41,1208,76081,8.0MM COBALT تلابوك ةشير,ريشة ثقب معدن مطلية بالكوبالت مقاس 2.0مم من دريبر.,12.0,EA,12.0,144.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER),15,متوسط,Amazon.sa – Draper tools category,"https://www.amazon.sa/-/en/DIY-Tools-Draper/s?rh=n:12463390031,p_89:Draper",سعر تقديري لريشة ثقب كوبالت صغيرة مقاس 2مم بناءً على أسعار الريش الصغيرة المماثلة.,True,False
41,1209,76118,"1/8"" COBALT تلابوك ةشير",ريشة حفر من الكوبالت للمعادن الصلبة بمقاس 1/4 بوصة.,52.0,EA,3.0,156.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER),20,متوسط,estimated from category benchmark (cobalt drill bits),https://www.drapertools.com/,ريشة حفر كوبالت بمقاس 1/4 بوصة من دريبر ضمن نطاق أسعار ريش الحفر المعدنية عالية الجودة الصغيرة.,True,False
41,1210,76098,9.3MM COBALTتلابوك ةشير,ريشة تثقيب كوبالت مقاس 8.3 مم من دريبر.,14.0,EA,14.0,196.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER),50,متوسط,Draper Tools - HSS cobalt drill bits category,https://www.drapertools.com/power-tools/accessories/drilling/drill-bits/hss-cobalt-drill-bits/,ريش التثقيب الكوبالتية الأصغر حجماً (8.3مم) من دريبر تُباع عادة بأقل من 10 جنيهات إسترلينية.,True,False
41,1211,76096,7.2MM COBALTتلابوك ةشير,ريشة تثقيب كوبالت مقاس 8.3 مم من دريبر.,18.0,EA,12.0,216.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER),50,متوسط,Draper Tools - HSS cobalt drill bits category,https://www.drapertools.com/power-tools/accessories/drilling/drill-bits/hss-cobalt-drill-bits/,ريش التثقيب الكوبالتية الأصغر حجماً (8.3مم) من دريبر تُباع عادة بأقل من 10 جنيهات إسترلينية.,True,False
41,1212,76078,6.5MM تلابوك ةشير,ريشة تثقيب كوبالت مقاس 13.0 مم من دريبر تمثل أسعار السلسلة الكاملة بمختلف المقاسات.,20.0,EA,11.0,220.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER),85,متوسط,Draper Tools - HSS cobalt drill bits category,https://www.drapertools.com/power-tools/accessories/drilling/drill-bits/hss-cobalt-drill-bits/,ريش التثقيب الكوبالتية المفردة بهذا القطر (13مم) من دريبر تُباع عادة بين 15-20 جنيهاً إسترلينياً.,True,False
41,1213,76095,6.2MM تلابوك ةشير,ريشة تثقيب كوبالت مقاس 13.0 مم من دريبر تمثل أسعار السلسلة الكاملة بمختلف المقاسات.,2.0,EA,11.0,22.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER),85,متوسط,Draper Tools - HSS cobalt drill bits category,https://www.drapertools.com/power-tools/accessories/drilling/drill-bits/hss-cobalt-drill-bits/,ريش التثقيب الكوبالتية المفردة بهذا القطر (13مم) من دريبر تُباع عادة بين 15-20 جنيهاً إسترلينياً.,True,False
41,1214,76082,8.5MM COBALTتلابوك ةشير,ريشة تثقيب كوبالت مقاس 8.3 مم من دريبر.,10.0,EA,13.0,130.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER),50,متوسط,Draper Tools - HSS cobalt drill bits category,https://www.drapertools.com/power-tools/accessories/drilling/drill-bits/hss-cobalt-drill-bits/,ريش التثقيب الكوبالتية الأصغر حجماً (8.3مم) من دريبر تُباع عادة بأقل من 10 جنيهات إسترلينية.,True,False
41,1215,76089,"11.5MM,COBALTتلابوك ةشر",ريشة ثقب معدن مطلية بالكوبالت مقاس 11.5 مم من دريبر.,14.0,EA,18.0,252.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER),30,متوسط,Amazon.sa – Draper tools category,"https://www.amazon.sa/-/en/DIY-Tools-Draper/s?rh=n:12463390031,p_89:Draper",سعر تقديري لريشة ثقب كوبالت مقاس 11.5مم بناءً على أسعار أدوات دريبر في السوق السعودي.,True,False
41,1216,76064,1.0MM COBALTتلابوك ةشير,ريشة تثقيب كوبالت مقاس 8.3 مم من دريبر.,31.0,EA,3.0,93.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER),50,متوسط,Draper Tools - HSS cobalt drill bits category,https://www.drapertools.com/power-tools/accessories/drilling/drill-bits/hss-cobalt-drill-bits/,ريش التثقيب الكوبالتية الأصغر حجماً (8.3مم) من دريبر تُباع عادة بأقل من 10 جنيهات إسترلينية.,True,True
41,1217,76066,1.5MM تلابوك ةشير,ريشة تثقيب كوبالت مقاس 13.0 مم من دريبر تمثل أسعار السلسلة الكاملة بمختلف المقاسات.,23.0,EA,3.0,69.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER),85,متوسط,Draper Tools - HSS cobalt drill bits category,https://www.drapertools.com/power-tools/accessories/drilling/drill-bits/hss-cobalt-drill-bits/,ريش التثقيب الكوبالتية المفردة بهذا القطر (13مم) من دريبر تُباع عادة بين 15-20 جنيهاً إسترلينياً.,True,True
41,1218,76090,12.0MM COBALT تلابوك ةشير,ريشة ثقب معدن مطلية بالكوبالت مقاس 2.0مم من دريبر.,10.0,EA,18.0,180.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER),15,متوسط,Amazon.sa – Draper tools category,"https://www.amazon.sa/-/en/DIY-Tools-Draper/s?rh=n:12463390031,p_89:Draper",سعر تقديري لريشة ثقب كوبالت صغيرة مقاس 2مم بناءً على أسعار الريش الصغيرة المماثلة.,True,False
41,1219,76079,7.0MM COBALTتلابوك ةشبر,ريشة حفر كوبالت للمعادن مقاس 7.0مم.,43.0,EA,12.0,516.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER),15,مرتفع,تقدير عام لريش الكوبالت للمعادن,"https://www.amazon.sa/-/en/DIY-Tools-Draper/s?rh=n:12463390031,p_89:Draper",ريشة حفر كوبالت مقاس 7مم للمعادن الصلبة ضمن الأدوات الاستهلاكية.,True,False
41,1220,43577,8.0MM COBALT تلابوك ةشير,ريشة ثقب معدن مطلية بالكوبالت مقاس 2.0مم من دريبر.,10.0,EA,13.0,130.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER),15,متوسط,Amazon.sa – Draper tools category,"https://www.amazon.sa/-/en/DIY-Tools-Draper/s?rh=n:12463390031,p_89:Draper",سعر تقديري لريشة ثقب كوبالت صغيرة مقاس 2مم بناءً على أسعار الريش الصغيرة المماثلة.,True,False
41,1221,76118,"1/4"" COBALT تلابوك ةشير",ريشة حفر من الكوبالت للمعادن الصلبة بمقاس 1/4 بوصة.,21.0,EA,5.0,105.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER),20,متوسط,estimated from category benchmark (cobalt drill bits),https://www.drapertools.com/,ريشة حفر كوبالت بمقاس 1/4 بوصة من دريبر ضمن نطاق أسعار ريش الحفر المعدنية عالية الجودة الصغيرة.,True,False
41,1222,43575,6.5MM تلابوك ةشير,ريشة تثقيب كوبالت مقاس 13.0 مم من دريبر تمثل أسعار السلسلة الكاملة بمختلف المقاسات.,13.0,EA,9.0,117.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER),85,متوسط,Draper Tools - HSS cobalt drill bits category,https://www.drapertools.com/power-tools/accessories/drilling/drill-bits/hss-cobalt-drill-bits/,ريش التثقيب الكوبالتية المفردة بهذا القطر (13مم) من دريبر تُباع عادة بين 15-20 جنيهاً إسترلينياً.,True,True
41,1223,37152,SNIP 250MM جاص صقم,مقص صاج (جلفنة) بطول 250 مم من دريبر.,55.0,EA,55.0,3025.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER),70,متوسط,Draper Tools - tin snips category,https://www.drapertools.com/,مقصات الصاج المماثلة من دريبر تُباع عادة بين 12-18 جنيهاً إسترلينياً.,True,False
41,1224,35657,SNIP 300MM جاص صقم,مقص صاج (جلفنة) بطول 250 مم من دريبر.,24.0,EA,65.0,1560.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER),70,متوسط,Draper Tools - tin snips category,https://www.drapertools.com/,مقصات الصاج المماثلة من دريبر تُباع عادة بين 12-18 جنيهاً إسترلينياً.,True,False
41,1225,35631,SNIP 200MMجاص صقم,مقص لقص الصفائح المعدنية الرقيقة مقاس 200 مم من دريبر.,50.0,EA,45.0,2250.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER),75,منخفض,تقدير حسب فئة المنتج,"https://www.amazon.sa/-/en/DIY-Tools-Draper/s?rh=n:12463390031,p_89:Draper",مقصات الصفائح المعدنية من دريبر بهذا المقاس تباع عادة في هذا النطاق السعري في المتاجر الخليجية.,True,False
41,1226,21853,AGRICULTURE ةعارز تاودا,عائلة أدوات زراعة يدوية بسيطة من ماركة درابر تمثل عدة مقاسات.,15.0,EA,25.0,375.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER),45,منخفض,تقدير حسب فئة أدوات الحدائق درابر,"https://www.amazon.sa/-/en/DIY-Tools-Draper/s?rh=n:12463390031,p_89:Draper",سعر تقديري بالاستناد إلى أسعار أدوات درابر اليدوية العامة المعروضة في السوق السعودي إذ لا يوجد تفصيل دقيق للصنف.,True,False
41,1227,19654,AGRICULTURE ةعارز تاودا,عائلة أدوات زراعة يدوية بسيطة من ماركة درابر تمثل عدة مقاسات.,10.0,EA,36.0,360.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER),45,منخفض,تقدير حسب فئة أدوات الحدائق درابر,"https://www.amazon.sa/-/en/DIY-Tools-Draper/s?rh=n:12463390031,p_89:Draper",سعر تقديري بالاستناد إلى أسعار أدوات درابر اليدوية العامة المعروضة في السوق السعودي إذ لا يوجد تفصيل دقيق للصنف.,True,False
41,1228,19652,AGRICULTURE ةعارز تاودا,عائلة أدوات زراعة يدوية بسيطة من ماركة درابر تمثل عدة مقاسات.,2.0,EA,20.0,40.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER),45,منخفض,تقدير حسب فئة أدوات الحدائق درابر,"https://www.amazon.sa/-/en/DIY-Tools-Draper/s?rh=n:12463390031,p_89:Draper",سعر تقديري بالاستناد إلى أسعار أدوات درابر اليدوية العامة المعروضة في السوق السعودي إذ لا يوجد تفصيل دقيق للصنف.,True,False
41,1229,21851,AGRICULTURE ةعارز تاودا,عائلة أدوات زراعة يدوية بسيطة من ماركة درابر تمثل عدة مقاسات.,7.0,EA,25.0,175.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER),45,منخفض,تقدير حسب فئة أدوات الحدائق درابر,"https://www.amazon.sa/-/en/DIY-Tools-Draper/s?rh=n:12463390031,p_89:Draper",سعر تقديري بالاستناد إلى أسعار أدوات درابر اليدوية العامة المعروضة في السوق السعودي إذ لا يوجد تفصيل دقيق للصنف.,True,False
42,1230,88792,AGRICULTURE ةعارز تاودا,عائلة أدوات زراعة يدوية بسيطة من ماركة درابر تمثل عدة مقاسات.,2.0,EA,35.0,70.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER),45,منخفض,تقدير حسب فئة أدوات الحدائق درابر,"https://www.amazon.sa/-/en/DIY-Tools-Draper/s?rh=n:12463390031,p_89:Draper",سعر تقديري بالاستناد إلى أسعار أدوات درابر اليدوية العامة المعروضة في السوق السعودي إذ لا يوجد تفصيل دقيق للصنف.,True,False
42,1231,21853,AGRICULTURE ةعارز تاودا,عائلة أدوات زراعة يدوية بسيطة من ماركة درابر تمثل عدة مقاسات.,10.0,EA,25.0,250.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER),45,منخفض,تقدير حسب فئة أدوات الحدائق درابر,"https://www.amazon.sa/-/en/DIY-Tools-Draper/s?rh=n:12463390031,p_89:Draper",سعر تقديري بالاستناد إلى أسعار أدوات درابر اليدوية العامة المعروضة في السوق السعودي إذ لا يوجد تفصيل دقيق للصنف.,True,False
42,1232,21854,AGRICULTURE ةعارز تاودا,عائلة أدوات زراعة يدوية بسيطة من ماركة درابر تمثل عدة مقاسات.,1.0,EA,15.0,15.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER),45,منخفض,تقدير حسب فئة أدوات الحدائق درابر,"https://www.amazon.sa/-/en/DIY-Tools-Draper/s?rh=n:12463390031,p_89:Draper",سعر تقديري بالاستناد إلى أسعار أدوات درابر اليدوية العامة المعروضة في السوق السعودي إذ لا يوجد تفصيل دقيق للصنف.,True,False
42,1233,43591,MASONARY DRILL BIT 25MM,ريشة ثقب خرسانة (حائط) مقاس 25 مم.,25.0,EA,45.0,1125.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER),30,متوسط,أسعار ريش ثقب الخرسانة في أمازون السعودية,https://www.amazon.sa/-/en/b?ie=UTF8&node=16621040031,ريشة ثقب خرسانة كبيرة نسبياً مقاس 25مم أغلى من المقاسات الصغيرة.,True,False
42,1234,42503,CLAW HAMMERبلخم شوكاش,مطرقة مخلبية (Claw Hammer) لأعمال النجارة العامة.,11.0,EA,40.0,440.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER),55,متوسط,أسعار المطارق في تولسن السعودية,https://tolsentools.com.sa/products/claw-hammer,مطرقة مخلبية قياسية من فئة الأسعار المتوسطة للمطارق اليدوية.,True,False
42,1235,52430,BEVEL PROTACTOR ةيواز,منقلة زاوية مائلة (بيفل بروتراكتور) لقياس الزوايا بدقة.,54.0,EA,200.0,10800.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER),200,منخفض,تقدير فئوي لمنقلات الزاوية المائلة من دريبر,https://www.drapertools.com/,أداة قياس زاوية مائلة (بيفل بروتاكتور) دقيقة من دريبر، وتقع ضمن الفئة السعرية المتوسطة لأدوات القياس اليدوية الدقيقة.,True,False
42,1236,47810,GREASE GUNةمحشم,مسدس شحم يدوي نوع مسدسي بسعة 130 سم مكعب.,25.0,EA,46.0,1150.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER),100,مرتفع,Power Tools Direct / C&W Berry listings,https://www.powertoolsdirect.com/draper-47810-pistol-type-grease-gun-130cc-each-5010559478101,وُجد سعر فعلي حديث لنفس كود درابر 47810 بين 12-21 جنيه إسترليني من عدة موزعين بريطانيين.,True,False
42,1237,47813,GREASE GUNةمحشم,مسدس شحم يدوي نوع مسدسي بسعة 130 سم مكعب.,5.0,EA,60.0,300.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER),100,مرتفع,Power Tools Direct / C&W Berry listings,https://www.powertoolsdirect.com/draper-47810-pistol-type-grease-gun-130cc-each-5010559478101,وُجد سعر فعلي حديث لنفس كود درابر 47810 بين 12-21 جنيه إسترليني من عدة موزعين بريطانيين.,True,False
42,1238,34703,SQ. ةيواز,زاوية قياس هندسية (سكوير) للقياسات القائمة.,54.0,EA,125.0,6750.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER),80,منخفض,تقدير فئوي لزوايا القياس الهندسية من دريبر,https://www.drapertools.com/,زاوية قياس هندسية (سكوير) من دريبر، وهي أداة قياس بسيطة نسبيًا معتدلة السعر.,True,False
42,1239,46690,SQ. ةيواز,زاوية قياس هندسية (سكوير) للقياسات القائمة.,5.0,EA,30.0,150.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER),80,منخفض,تقدير فئوي لزوايا القياس الهندسية من دريبر,https://www.drapertools.com/,زاوية قياس هندسية (سكوير) من دريبر، وهي أداة قياس بسيطة نسبيًا معتدلة السعر.,True,False
42,1240,7632,"TROLLEY,3TIERS كرحتم ددع لىلورن ي",عربة متحركة ثلاثية الطبقات لتنظيم الأدوات.,1.0,EA,550.0,550.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER),350,متوسط,تقدير عام لعربات الأدوات ثلاثية الطبقات,https://www.drapertools.com/,عربة أدوات متحركة ثلاثية الطبقات، أعلى سعراً من الأدوات اليدوية الفردية.,True,False
42,1241,43931,"10 DRAWERS 64"" TOPCHEST بلاود تسيش",صندوق أدوات علوي كبير بعشرة أدراج بطول 64 بوصة من دريبر.,1.0,EA,3100.0,4340.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER),1825,منخفض,Amazon.co.uk - Draper 43931 listing (بدون سعر ظاهر),https://www.amazon.co.uk/Draper-43931-Drawers-Multi-Colour-64-Inch/dp/B015GVYF62,لم يُعثر على سعر مباشر؛ التقدير مبني على أسعار صناديق الأدوات الكبيرة ذات العشرة أدراج المماثلة التي تتراوح بين 300-450 جنيهاً إسترلينياً.,True,False
42,1242,43937,"14 DRAWERS,64"" ROLLER CAB كرحتم بلاود",دولاب أدوات متحرك (رول كابينت) بـ14 درجًا وطول 64 إنش من دريبر.,1.0,EA,6992.0,9789.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER),4500,منخفض,تقدير فئوي لصناديق أدوات متحركة كبيرة من دريبر,https://www.drapertools.com/product/43937/Expert%20Tool%20Cabinet%20with%2014%20Drawers%20and%20Castors%20%2864%20inches%20long%29,صندوق أدوات متحرك احترافي كبير بطول 64 إنش و14 دُرجًا مقفلة من دريبر، وهذا الحجم من صناديق الأدوات المتحركة يعتبر من أغلى فئات المنتج نظرًا لحجمه وتجهيزاته.,True,False
